Brand,Serial,Model,Box,Charger,Bought Price,Sell Price,Category,Notes,Quantity,Customer Name,Customer Number,Sale Date,Sale Time,Service Price
Samsung,0,A16,Yes,Yes,0,10000,available,,2,,,,,
